,id,title,view,label,title_tokens,title_tokens_fdist,title_tokens_WSW,title_normalized,title_tokens_stemmed
995,995,laga amal dari wali bafa untuk korban bencana,416,standar,"['laga', 'amal', 'dari', 'wali', 'bafa', 'untuk', 'korban', 'bencana']",<FreqDist with 8 samples and 8 outcomes>,"['laga', 'amal', 'wali', 'bafa', 'korban', 'bencana']","['laga', 'amal', 'wali', 'bafa', 'korban', 'bencana']","['laga', 'amal', 'wali', 'bafa', 'korban', 'bencana']"
996,996,program lima jari tangani kesehatan jiwa masyarakat sisir,491,standar,"['program', 'lima', 'jari', 'tangani', 'kesehatan', 'jiwa', 'masyarakat', 'sisir']",<FreqDist with 8 samples and 8 outcomes>,"['program', 'jari', 'tangani', 'kesehatan', 'jiwa', 'masyarakat', 'sisir']","['program', 'jari', 'tangani', 'kesehatan', 'jiwa', 'masyarakat', 'sisir']","['program', 'jari', 'tangan', 'sehat', 'jiwa', 'masyarakat', 'sisir']"
997,997,ini pr utama arema fc jelang menghadapi barito putera,265,standar,"['ini', 'pr', 'utama', 'arema', 'fc', 'jelang', 'menghadapi', 'barito', 'putera']",<FreqDist with 9 samples and 9 outcomes>,"['pr', 'utama', 'arema', 'fc', 'jelang', 'menghadapi', 'barito', 'putera']","['pr', 'utama', 'arema', 'fc', 'jelang', 'menghadapi', 'barito', 'putera']","['pr', 'utama', 'arema', 'fc', 'jelang', 'hadap', 'barito', 'putera']"
998,998,pnm salurkan bantuan sembako untuk korban banjir kota batu,362,standar,"['pnm', 'salurkan', 'bantuan', 'sembako', 'untuk', 'korban', 'banjir', 'kota', 'batu']",<FreqDist with 9 samples and 9 outcomes>,"['pnm', 'salurkan', 'bantuan', 'sembako', 'korban', 'banjir', 'kota', 'batu']","['pnm', 'salurkan', 'bantuan', 'sembako', 'korban', 'banjir', 'kota', 'batu']","['pnm', 'salur', 'bantu', 'sembako', 'korban', 'banjir', 'kota', 'batu']"
999,999,kangmas nimas kota batu wajib lebih kreatif dan inovatif,491,standar,"['kangmas', 'nimas', 'kota', 'batu', 'wajib', 'lebih', 'kreatif', 'dan', 'inovatif']",<FreqDist with 9 samples and 9 outcomes>,"['kangmas', 'nimas', 'kota', 'batu', 'wajib', 'kreatif', 'inovatif']","['kangmas', 'nimas', 'kota', 'batu', 'wajib', 'kreatif', 'inovatif']","['kangmas', 'nimas', 'kota', 'batu', 'wajib', 'kreatif', 'inovatif']"
1000,1000,dapat gelar perdana di indonesia carlos fortes belum puas,487,standar,"['dapat', 'gelar', 'perdana', 'di', 'indonesia', 'carlos', 'fortes', 'belum', 'puas']",<FreqDist with 9 samples and 9 outcomes>,"['gelar', 'perdana', 'indonesia', 'carlos', 'fortes', 'puas']","['gelar', 'perdana', 'indonesia', 'carlos', 'fortes', 'puas']","['gelar', 'perdana', 'indonesia', 'carlos', 'fortes', 'puas']"
1001,1001,alat penangkal kebocoran pajak mulai dipasang,423,standar,"['alat', 'penangkal', 'kebocoran', 'pajak', 'mulai', 'dipasang']",<FreqDist with 6 samples and 6 outcomes>,"['alat', 'penangkal', 'kebocoran', 'pajak', 'dipasang']","['alat', 'penangkal', 'kebocoran', 'pajak', 'dipasang']","['alat', 'tangkal', 'bocor', 'pajak', 'pasang']"
1002,1002,kami sudah vaksin jangan tutup alunalun lagi,251,standar,"['kami', 'sudah', 'vaksin', 'jangan', 'tutup', 'alunalun', 'lagi']",<FreqDist with 7 samples and 7 outcomes>,"['vaksin', 'tutup', 'alunalun']","['vaksin', 'tutup', 'alunalun']","['vaksin', 'tutup', 'alunalun']"
1003,1003,sebagian pedagang ada yang menolak tera ulang timbangan,444,standar,"['sebagian', 'pedagang', 'ada', 'yang', 'menolak', 'tera', 'ulang', 'timbangan']",<FreqDist with 8 samples and 8 outcomes>,"['pedagang', 'menolak', 'tera', 'ulang', 'timbangan']","['pedagang', 'menolak', 'tera', 'ulang', 'timbangan']","['dagang', 'tolak', 'tera', 'ulang', 'timbang']"
1004,1004,bri andalkan ultra mikro sebagai sumber pertumbuhan baru,472,standar,"['bri', 'andalkan', 'ultra', 'mikro', 'sebagai', 'sumber', 'pertumbuhan', 'baru']",<FreqDist with 8 samples and 8 outcomes>,"['bri', 'andalkan', 'ultra', 'mikro', 'sumber', 'pertumbuhan']","['bri', 'andalkan', 'ultra', 'mikro', 'sumber', 'pertumbuhan']","['bri', 'andal', 'ultra', 'mikro', 'sumber', 'tumbuh']"
1005,1005,motor modifikasi unjuk gigi di mal,329,standar,"['motor', 'modifikasi', 'unjuk', 'gigi', 'di', 'mal']",<FreqDist with 6 samples and 6 outcomes>,"['motor', 'modifikasi', 'unjuk', 'gigi', 'mal']","['motor', 'modifikasi', 'unjuk', 'gigi', 'mal']","['motor', 'modifikasi', 'unjuk', 'gigi', 'mal']"
1006,1006,meski tidak terencana miskari bisa dihukum seumur hidup,369,standar,"['meski', 'tidak', 'terencana', 'miskari', 'bisa', 'dihukum', 'seumur', 'hidup']",<FreqDist with 8 samples and 8 outcomes>,"['terencana', 'miskari', 'dihukum', 'seumur', 'hidup']","['terencana', 'miskari', 'dihukum', 'seumur', 'hidup']","['rencana', 'miskari', 'hukum', 'umur', 'hidup']"
1007,1007,pembunuh istri juga terjerat kasus pencabulan dan bawa kabur motor,422,standar,"['pembunuh', 'istri', 'juga', 'terjerat', 'kasus', 'pencabulan', 'dan', 'bawa', 'kabur', 'motor']",<FreqDist with 10 samples and 10 outcomes>,"['pembunuh', 'istri', 'terjerat', 'pencabulan', 'bawa', 'kabur', 'motor']","['pembunuh', 'istri', 'terjerat', 'pencabulan', 'bawa', 'kabur', 'motor']","['bunuh', 'istri', 'jerat', 'cabul', 'bawa', 'kabur', 'motor']"
1008,1008,diskopindag kota malang gelar bimtek untuk pengelola pasar,361,standar,"['diskopindag', 'kota', 'malang', 'gelar', 'bimtek', 'untuk', 'pengelola', 'pasar']",<FreqDist with 8 samples and 8 outcomes>,"['diskopindag', 'kota', 'malang', 'gelar', 'bimtek', 'pengelola', 'pasar']","['diskopindag', 'kota', 'malang', 'gelar', 'bimtek', 'pengelola', 'pasar']","['diskopindag', 'kota', 'malang', 'gelar', 'bimtek', 'kelola', 'pasar']"
1009,1009,belum raih predikat uhc bpjs kesehatan genjot kepesertaan mandiri,339,standar,"['belum', 'raih', 'predikat', 'uhc', 'bpjs', 'kesehatan', 'genjot', 'kepesertaan', 'mandiri']",<FreqDist with 9 samples and 9 outcomes>,"['raih', 'predikat', 'uhc', 'bpjs', 'kesehatan', 'genjot', 'kepesertaan', 'mandiri']","['raih', 'predikat', 'uhc', 'bpjs', 'kesehatan', 'genjot', 'kepesertaan', 'mandiri']","['raih', 'predikat', 'uhc', 'bpjs', 'sehat', 'genjot', 'serta', 'mandiri']"
1010,1010,dinkes kota batu gelar pemeriksaan kualitas air minum,306,standar,"['dinkes', 'kota', 'batu', 'gelar', 'pemeriksaan', 'kualitas', 'air', 'minum']",<FreqDist with 8 samples and 8 outcomes>,"['dinkes', 'kota', 'batu', 'gelar', 'pemeriksaan', 'kualitas', 'air', 'minum']","['dinkes', 'kota', 'batu', 'gelar', 'pemeriksaan', 'kualitas', 'air', 'minum']","['dinkes', 'kota', 'batu', 'gelar', 'periksa', 'kualitas', 'air', 'minum']"
1011,1011,sepuluh rumah di sumberpucung dalam bahaya longsor susulan,308,standar,"['sepuluh', 'rumah', 'di', 'sumberpucung', 'dalam', 'bahaya', 'longsor', 'susulan']",<FreqDist with 8 samples and 8 outcomes>,"['sepuluh', 'rumah', 'sumberpucung', 'bahaya', 'longsor', 'susulan']","['sepuluh', 'rumah', 'sumberpucung', 'bahaya', 'longsor', 'susulan']","['puluh', 'rumah', 'sumberpucung', 'bahaya', 'longsor', 'susul']"
1012,1012,pt digital solusi grup ajak perbankan aware cyber security,492,standar,"['pt', 'digital', 'solusi', 'grup', 'ajak', 'perbankan', 'aware', 'cyber', 'security']",<FreqDist with 9 samples and 9 outcomes>,"['pt', 'digital', 'solusi', 'grup', 'ajak', 'perbankan', 'aware', 'cyber', 'security']","['pt', 'digital', 'solusi', 'grup', 'ajak', 'perbankan', 'aware', 'cyber', 'security']","['pt', 'digital', 'solusi', 'grup', 'ajak', 'perban', 'aware', 'cyber', 'security']"
1013,1013,peringati hari bumi bni perkuat kerjasama hutan organik megamendung,409,standar,"['peringati', 'hari', 'bumi', 'bni', 'perkuat', 'kerjasama', 'hutan', 'organik', 'megamendung']",<FreqDist with 9 samples and 9 outcomes>,"['peringati', 'bumi', 'bni', 'perkuat', 'kerjasama', 'hutan', 'organik', 'megamendung']","['peringati', 'bumi', 'bni', 'perkuat', 'kerjasama', 'hutan', 'organik', 'megamendung']","['ingat', 'bumi', 'bni', 'kuat', 'kerjasama', 'hutan', 'organik', 'megamendung']"
1014,1014,kritis di rs usai kesetrum saat ngecat reklame setinggi meter,478,standar,"['kritis', 'di', 'rs', 'usai', 'kesetrum', 'saat', 'ngecat', 'reklame', 'setinggi', 'meter']",<FreqDist with 10 samples and 10 outcomes>,"['kritis', 'rs', 'kesetrum', 'ngecat', 'reklame', 'meter']","['kritis', 'rs', 'kesetrum', 'ngecat', 'reklame', 'meter']","['kritis', 'rs', 'setrum', 'ngecat', 'reklame', 'meter']"
1015,1015,mulai tahapan pemilu kpu daerah tunggu pusat,404,standar,"['mulai', 'tahapan', 'pemilu', 'kpu', 'daerah', 'tunggu', 'pusat']",<FreqDist with 7 samples and 7 outcomes>,"['tahapan', 'pemilu', 'kpu', 'daerah', 'tunggu', 'pusat']","['tahapan', 'pemilu', 'kpu', 'daerah', 'tunggu', 'pusat']","['tahap', 'milu', 'kpu', 'daerah', 'tunggu', 'pusat']"
1016,1016,cetak insan brilian unggul bri kembali buka program bflp,404,standar,"['cetak', 'insan', 'brilian', 'unggul', 'bri', 'kembali', 'buka', 'program', 'bflp']",<FreqDist with 9 samples and 9 outcomes>,"['cetak', 'insan', 'brilian', 'unggul', 'bri', 'buka', 'program', 'bflp']","['cetak', 'insan', 'brilian', 'unggul', 'bri', 'buka', 'program', 'bflp']","['cetak', 'insan', 'brilian', 'unggul', 'bri', 'buka', 'program', 'bflp']"
1017,1017,respon tren global kemendag ubah kategorisasi award primaniyarta dan primaduta,472,standar,"['respon', 'tren', 'global', 'kemendag', 'ubah', 'kategorisasi', 'award', 'primaniyarta', 'dan', 'primaduta']",<FreqDist with 10 samples and 10 outcomes>,"['respon', 'tren', 'global', 'kemendag', 'ubah', 'kategorisasi', 'award', 'primaniyarta', 'primaduta']","['respon', 'tren', 'global', 'kemendag', 'ubah', 'kategorisasi', 'award', 'primaniyarta', 'primaduta']","['respon', 'tren', 'global', 'kemendag', 'ubah', 'kategorisasi', 'award', 'primaniyarta', 'primaduta']"
1018,1018,teladani ra kartini women leader di bni didapuk jadi game changer,498,standar,"['teladani', 'ra', 'kartini', 'women', 'leader', 'di', 'bni', 'didapuk', 'jadi', 'game', 'changer']",<FreqDist with 11 samples and 11 outcomes>,"['teladani', 'ra', 'kartini', 'women', 'leader', 'bni', 'didapuk', 'game', 'changer']","['teladani', 'ra', 'kartini', 'women', 'leader', 'bni', 'didapuk', 'game', 'changer']","['teladan', 'ra', 'kartini', 'women', 'leader', 'bni', 'didapuk', 'game', 'changer']"
1019,1019,raih suara prof imam santoso unggul di tingkat senat pemilihan rektor ub,254,standar,"['raih', 'suara', 'prof', 'imam', 'santoso', 'unggul', 'di', 'tingkat', 'senat', 'pemilihan', 'rektor', 'ub']",<FreqDist with 12 samples and 12 outcomes>,"['raih', 'suara', 'prof', 'imam', 'santoso', 'unggul', 'tingkat', 'senat', 'pemilihan', 'rektor', 'ub']","['raih', 'suara', 'prof', 'imam', 'santoso', 'unggul', 'tingkat', 'senat', 'pemilihan', 'rektor', 'ub']","['raih', 'suara', 'prof', 'imam', 'santoso', 'unggul', 'tingkat', 'senat', 'pilih', 'rektor', 'ub']"
1020,1020,divonis tahun pembakar istri di kota batu pilih ajukan banding,451,standar,"['divonis', 'tahun', 'pembakar', 'istri', 'di', 'kota', 'batu', 'pilih', 'ajukan', 'banding']",<FreqDist with 10 samples and 10 outcomes>,"['divonis', 'pembakar', 'istri', 'kota', 'batu', 'pilih', 'ajukan', 'banding']","['divonis', 'pembakar', 'istri', 'kota', 'batu', 'pilih', 'ajukan', 'banding']","['vonis', 'bakar', 'istri', 'kota', 'batu', 'pilih', 'aju', 'banding']"
1021,1021,bri regional office malang bagikan sembako ke panti asuhan werdha warga umum,370,standar,"['bri', 'regional', 'office', 'malang', 'bagikan', 'sembako', 'ke', 'panti', 'asuhan', 'werdha', 'warga', 'umum']",<FreqDist with 12 samples and 12 outcomes>,"['bri', 'regional', 'office', 'malang', 'bagikan', 'sembako', 'panti', 'asuhan', 'werdha', 'warga']","['bri', 'regional', 'office', 'malang', 'bagikan', 'sembako', 'panti', 'asuhan', 'werdha', 'warga']","['bri', 'regional', 'office', 'malang', 'bagi', 'sembako', 'panti', 'asuh', 'werdha', 'warga']"
1022,1022,peringati hari kartini bri group apresiasi perempuan dalam woman,391,standar,"['peringati', 'hari', 'kartini', 'bri', 'group', 'apresiasi', 'perempuan', 'dalam', 'woman']",<FreqDist with 9 samples and 9 outcomes>,"['peringati', 'kartini', 'bri', 'group', 'apresiasi', 'perempuan', 'woman']","['peringati', 'kartini', 'bri', 'group', 'apresiasi', 'perempuan', 'woman']","['ingat', 'kartini', 'bri', 'group', 'apresiasi', 'perempuan', 'woman']"
1023,1023,sinyal internet lemot iringi vonis putusan tahun distributor rokok ilegal,493,standar,"['sinyal', 'internet', 'lemot', 'iringi', 'vonis', 'putusan', 'tahun', 'distributor', 'rokok', 'ilegal']",<FreqDist with 10 samples and 10 outcomes>,"['sinyal', 'internet', 'lemot', 'iringi', 'vonis', 'putusan', 'distributor', 'rokok', 'ilegal']","['sinyal', 'internet', 'lemot', 'iringi', 'vonis', 'putusan', 'distributor', 'rokok', 'ilegal']","['sinyal', 'internet', 'lot', 'iring', 'vonis', 'putus', 'distributor', 'rokok', 'ilegal']"
1024,1024,bagaimana sebaiknya jadi single mom begini saran psikolog,404,standar,"['bagaimana', 'sebaiknya', 'jadi', 'single', 'mom', 'begini', 'saran', 'psikolog']",<FreqDist with 8 samples and 8 outcomes>,"['single', 'mom', 'saran', 'psikolog']","['single', 'mom', 'saran', 'psikolog']","['single', 'mom', 'saran', 'psikolog']"
1025,1025,perjuangan para kartinikartini mandiri mempertahankan hidup habis,399,standar,"['perjuangan', 'para', 'kartinikartini', 'mandiri', 'mempertahankan', 'hidup', 'habis']",<FreqDist with 7 samples and 7 outcomes>,"['perjuangan', 'kartinikartini', 'mandiri', 'mempertahankan', 'hidup', 'habis']","['perjuangan', 'kartinikartini', 'mandiri', 'mempertahankan', 'hidup', 'habis']","['juang', 'kartinikartini', 'mandiri', 'tahan', 'hidup', 'habis']"
1026,1026,arema fc sepakat jika kickoff liga dimulai juli,324,standar,"['arema', 'fc', 'sepakat', 'jika', 'kickoff', 'liga', 'dimulai', 'juli']",<FreqDist with 8 samples and 8 outcomes>,"['arema', 'fc', 'sepakat', 'kickoff', 'liga', 'juli']","['arema', 'fc', 'sepakat', 'kickoff', 'liga', 'juli']","['arema', 'fc', 'sepakat', 'kickoff', 'liga', 'juli']"
1027,1027,idul fitri umat hindu dan buddha di desa ngadas pun ikut buat ketupat,304,standar,"['idul', 'fitri', 'umat', 'hindu', 'dan', 'buddha', 'di', 'desa', 'ngadas', 'pun', 'ikut', 'buat', 'ketupat']",<FreqDist with 13 samples and 13 outcomes>,"['idul', 'fitri', 'umat', 'hindu', 'buddha', 'desa', 'ngadas', 'ketupat']","['idul', 'fitri', 'umat', 'hindu', 'buddha', 'desa', 'ngadas', 'ketupat']","['idul', 'fitri', 'umat', 'hindu', 'buddha', 'desa', 'ngadas', 'ketupat']"
1028,1028,waspada intensitas hujan tinggi di malang diprediksi sampai lebaran,318,standar,"['waspada', 'intensitas', 'hujan', 'tinggi', 'di', 'malang', 'diprediksi', 'sampai', 'lebaran']",<FreqDist with 9 samples and 9 outcomes>,"['waspada', 'intensitas', 'hujan', 'malang', 'diprediksi', 'lebaran']","['waspada', 'intensitas', 'hujan', 'malang', 'diprediksi', 'lebaran']","['waspada', 'intensitas', 'hujan', 'malang', 'prediksi', 'lebaran']"
1029,1029,legiun asing arema fc tak sabar jumpa aremania di stadion kanjuruhan,304,standar,"['legiun', 'asing', 'arema', 'fc', 'tak', 'sabar', 'jumpa', 'aremania', 'di', 'stadion', 'kanjuruhan']",<FreqDist with 11 samples and 11 outcomes>,"['legiun', 'asing', 'arema', 'fc', 'sabar', 'jumpa', 'aremania', 'stadion', 'kanjuruhan']","['legiun', 'asing', 'arema', 'fc', 'sabar', 'jumpa', 'aremania', 'stadion', 'kanjuruhan']","['legiun', 'asing', 'arema', 'fc', 'sabar', 'jumpa', 'aremania', 'stadion', 'kanjuruhan']"
1030,1030,aliansi pekerja pabrik dukung gus muhaimin untuk pilpres,433,standar,"['aliansi', 'pekerja', 'pabrik', 'dukung', 'gus', 'muhaimin', 'untuk', 'pilpres']",<FreqDist with 8 samples and 8 outcomes>,"['aliansi', 'pekerja', 'pabrik', 'dukung', 'gus', 'muhaimin', 'pilpres']","['aliansi', 'pekerja', 'pabrik', 'dukung', 'gus', 'muhaimin', 'pilpres']","['aliansi', 'kerja', 'pabrik', 'dukung', 'gus', 'muhaimin', 'pilpres']"
1031,1031,menguak bisnis hitam penjualan dokumen covid jelang mudik lebaran,493,standar,"['menguak', 'bisnis', 'hitam', 'penjualan', 'dokumen', 'covid', 'jelang', 'mudik', 'lebaran']",<FreqDist with 9 samples and 9 outcomes>,"['menguak', 'bisnis', 'hitam', 'penjualan', 'dokumen', 'covid', 'jelang', 'mudik', 'lebaran']","['menguak', 'bisnis', 'hitam', 'penjualan', 'dokumen', 'covid', 'jelang', 'mudik', 'lebaran']","['uak', 'bisnis', 'hitam', 'jual', 'dokumen', 'covid', 'jelang', 'mudik', 'lebaran']"
1032,1032,menguak bisnis hitam penjualan dokumen covid jelang mudik lebaran,312,standar,"['menguak', 'bisnis', 'hitam', 'penjualan', 'dokumen', 'covid', 'jelang', 'mudik', 'lebaran']",<FreqDist with 9 samples and 9 outcomes>,"['menguak', 'bisnis', 'hitam', 'penjualan', 'dokumen', 'covid', 'jelang', 'mudik', 'lebaran']","['menguak', 'bisnis', 'hitam', 'penjualan', 'dokumen', 'covid', 'jelang', 'mudik', 'lebaran']","['uak', 'bisnis', 'hitam', 'jual', 'dokumen', 'covid', 'jelang', 'mudik', 'lebaran']"
1033,1033,lebaran stok elpiji ditambah persen,478,standar,"['lebaran', 'stok', 'elpiji', 'ditambah', 'persen']",<FreqDist with 5 samples and 5 outcomes>,"['lebaran', 'stok', 'elpiji', 'ditambah', 'persen']","['lebaran', 'stok', 'elpiji', 'ditambah', 'persen']","['lebaran', 'stok', 'elpiji', 'tambah', 'persen']"
1034,1034,desa di kabupaten malang belum kebagian dd,408,standar,"['desa', 'di', 'kabupaten', 'malang', 'belum', 'kebagian', 'dd']",<FreqDist with 7 samples and 7 outcomes>,"['desa', 'kabupaten', 'malang', 'kebagian', 'dd']","['desa', 'kabupaten', 'malang', 'kebagian', 'dd']","['desa', 'kabupaten', 'malang', 'bagi', 'dd']"
1035,1035,protes kinerja lurah madyopuro dijanjikan tuntas sebelum lebaran,397,standar,"['protes', 'kinerja', 'lurah', 'madyopuro', 'dijanjikan', 'tuntas', 'sebelum', 'lebaran']",<FreqDist with 8 samples and 8 outcomes>,"['protes', 'kinerja', 'lurah', 'madyopuro', 'dijanjikan', 'tuntas', 'lebaran']","['protes', 'kinerja', 'lurah', 'madyopuro', 'dijanjikan', 'tuntas', 'lebaran']","['protes', 'kerja', 'lurah', 'madyopuro', 'janji', 'tuntas', 'lebaran']"
1036,1036,ramadan berbagi ala bpjs ketenagakerjaan kepanjen,336,standar,"['ramadan', 'berbagi', 'ala', 'bpjs', 'ketenagakerjaan', 'kepanjen']",<FreqDist with 6 samples and 6 outcomes>,"['ramadan', 'berbagi', 'ala', 'bpjs', 'ketenagakerjaan', 'kepanjen']","['ramadan', 'berbagi', 'ala', 'bpjs', 'ketenagakerjaan', 'kepanjen']","['ramadan', 'bagi', 'ala', 'bpjs', 'ketenagakerjaan', 'kepanjen']"
1037,1037,musim depan arema fc optimistis penjualan jersey tembus ribu,252,standar,"['musim', 'depan', 'arema', 'fc', 'optimistis', 'penjualan', 'jersey', 'tembus', 'ribu']",<FreqDist with 9 samples and 9 outcomes>,"['musim', 'arema', 'fc', 'optimistis', 'penjualan', 'jersey', 'tembus', 'ribu']","['musim', 'arema', 'fc', 'optimistis', 'penjualan', 'jersey', 'tembus', 'ribu']","['musim', 'arema', 'fc', 'optimistis', 'jual', 'jersey', 'tembus', 'ribu']"
1038,1038,antisipasi mudik smartfren tingkatkan kualitas jaringan hadirkan promo terbaru,397,standar,"['antisipasi', 'mudik', 'smartfren', 'tingkatkan', 'kualitas', 'jaringan', 'hadirkan', 'promo', 'terbaru']",<FreqDist with 9 samples and 9 outcomes>,"['antisipasi', 'mudik', 'smartfren', 'tingkatkan', 'kualitas', 'jaringan', 'hadirkan', 'promo', 'terbaru']","['antisipasi', 'mudik', 'smartfren', 'tingkatkan', 'kualitas', 'jaringan', 'hadirkan', 'promo', 'terbaru']","['antisipasi', 'mudik', 'smartfren', 'tingkat', 'kualitas', 'jaring', 'hadir', 'promo', 'baru']"
1039,1039,rekomendasik hampers ecard personal ini cara gofood bikin ramadan spesial,422,standar,"['rekomendasik', 'hampers', 'ecard', 'personal', 'ini', 'cara', 'gofood', 'bikin', 'ramadan', 'spesial']",<FreqDist with 10 samples and 10 outcomes>,"['rekomendasik', 'hampers', 'ecard', 'personal', 'gofood', 'ramadan', 'spesial']","['rekomendasik', 'hampers', 'ecard', 'personal', 'gofood', 'ramadan', 'spesial']","['rekomendasik', 'hampers', 'ecard', 'personal', 'gofood', 'ramadan', 'spesial']"
1040,1040,keluarga bagus di tulungagung masih berduka,351,standar,"['keluarga', 'bagus', 'di', 'tulungagung', 'masih', 'berduka']",<FreqDist with 6 samples and 6 outcomes>,"['keluarga', 'bagus', 'tulungagung', 'berduka']","['keluarga', 'bagus', 'tulungagung', 'berduka']","['keluarga', 'bagus', 'tulungagung', 'duka']"
1041,1041,mudik jauhi kendaraan tertempel janur kuning,490,standar,"['mudik', 'jauhi', 'kendaraan', 'tertempel', 'janur', 'kuning']",<FreqDist with 6 samples and 6 outcomes>,"['mudik', 'jauhi', 'kendaraan', 'tertempel', 'janur', 'kuning']","['mudik', 'jauhi', 'kendaraan', 'tertempel', 'janur', 'kuning']","['mudik', 'jauh', 'kendara', 'tempel', 'janur', 'kuning']"
1042,1042,mantap ekspor dan impor indonesia tembus rekor tertinggi sepanjang sejarah,418,standar,"['mantap', 'ekspor', 'dan', 'impor', 'indonesia', 'tembus', 'rekor', 'tertinggi', 'sepanjang', 'sejarah']",<FreqDist with 10 samples and 10 outcomes>,"['mantap', 'ekspor', 'impor', 'indonesia', 'tembus', 'rekor', 'tertinggi', 'sejarah']","['mantap', 'ekspor', 'impor', 'indonesia', 'tembus', 'rekor', 'tertinggi', 'sejarah']","['mantap', 'ekspor', 'impor', 'indonesia', 'tembus', 'rekor', 'tinggi', 'sejarah']"
1043,1043,mtsn kota malang komitmen asah skill guru dan tingkatkan prestasi siswa,345,standar,"['mtsn', 'kota', 'malang', 'komitmen', 'asah', 'skill', 'guru', 'dan', 'tingkatkan', 'prestasi', 'siswa']",<FreqDist with 11 samples and 11 outcomes>,"['mtsn', 'kota', 'malang', 'komitmen', 'asah', 'skill', 'guru', 'tingkatkan', 'prestasi', 'siswa']","['mtsn', 'kota', 'malang', 'komitmen', 'asah', 'skill', 'guru', 'tingkatkan', 'prestasi', 'siswa']","['mtsn', 'kota', 'malang', 'komitmen', 'asah', 'skill', 'guru', 'tingkat', 'prestasi', 'siswa']"
1044,1044,yuk inves permata tasik madu eksekutif nyaman dihuni cocok untuk usaha kos,310,standar,"['yuk', 'inves', 'permata', 'tasik', 'madu', 'eksekutif', 'nyaman', 'dihuni', 'cocok', 'untuk', 'usaha', 'kos']",<FreqDist with 12 samples and 12 outcomes>,"['yuk', 'inves', 'permata', 'tasik', 'madu', 'eksekutif', 'nyaman', 'dihuni', 'cocok', 'usaha', 'kos']","['yuk', 'inves', 'permata', 'tasik', 'madu', 'eksekutif', 'nyaman', 'dihuni', 'cocok', 'usaha', 'kos']","['yuk', 'inves', 'permata', 'tasik', 'madu', 'eksekutif', 'nyaman', 'huni', 'cocok', 'usaha', 'kos']"
1045,1045,gondanglegi digelontor kg minyak goreng bersubsidi,293,standar,"['gondanglegi', 'digelontor', 'kg', 'minyak', 'goreng', 'bersubsidi']",<FreqDist with 6 samples and 6 outcomes>,"['gondanglegi', 'digelontor', 'kg', 'minyak', 'goreng', 'bersubsidi']","['gondanglegi', 'digelontor', 'kg', 'minyak', 'goreng', 'bersubsidi']","['gondanglegi', 'gelontor', 'kg', 'minyak', 'goreng', 'subsidi']"
1046,1046,murid umm adakan baksos ramadan,334,standar,"['murid', 'umm', 'adakan', 'baksos', 'ramadan']",<FreqDist with 5 samples and 5 outcomes>,"['murid', 'umm', 'adakan', 'baksos', 'ramadan']","['murid', 'umm', 'adakan', 'baksos', 'ramadan']","['murid', 'umm', 'adakan', 'baksos', 'ramadan']"
1047,1047,santuni anak yatim airlangga hartarto didoakan jadi presiden indonesia,444,standar,"['santuni', 'anak', 'yatim', 'airlangga', 'hartarto', 'didoakan', 'jadi', 'presiden', 'indonesia']",<FreqDist with 9 samples and 9 outcomes>,"['santuni', 'anak', 'yatim', 'airlangga', 'hartarto', 'didoakan', 'presiden', 'indonesia']","['santuni', 'anak', 'yatim', 'airlangga', 'hartarto', 'didoakan', 'presiden', 'indonesia']","['santun', 'anak', 'yatim', 'airlangga', 'hartarto', 'doa', 'presiden', 'indonesia']"
1048,1048,citra kendedes cake and bakery hadir di sidoarjo,333,standar,"['citra', 'kendedes', 'cake', 'and', 'bakery', 'hadir', 'di', 'sidoarjo']",<FreqDist with 8 samples and 8 outcomes>,"['citra', 'kendedes', 'cake', 'and', 'bakery', 'hadir', 'sidoarjo']","['citra', 'kendedes', 'cake', 'and', 'bakery', 'hadir', 'sidoarjo']","['citra', 'kendedes', 'cake', 'and', 'bakery', 'hadir', 'sidoarjo']"
1049,1049,yang penting rektor ub terpilih memihak mahasiswa,329,standar,"['yang', 'penting', 'rektor', 'ub', 'terpilih', 'memihak', 'mahasiswa']",<FreqDist with 7 samples and 7 outcomes>,"['rektor', 'ub', 'terpilih', 'mahasiswa']","['rektor', 'ub', 'terpilih', 'mahasiswa']","['rektor', 'ub', 'pilih', 'mahasiswa']"
1050,1050,prof candra saya libatkan banyak pihak untuk bangun ub,288,standar,"['prof', 'candra', 'saya', 'libatkan', 'banyak', 'pihak', 'untuk', 'bangun', 'ub']",<FreqDist with 9 samples and 9 outcomes>,"['prof', 'candra', 'libatkan', 'bangun', 'ub']","['prof', 'candra', 'libatkan', 'bangun', 'ub']","['prof', 'candra', 'libat', 'bangun', 'ub']"
1051,1051,utakatik kans rektor ub candraimam di atas angin unti ludigdo kuda hitam,289,standar,"['utakatik', 'kans', 'rektor', 'ub', 'candraimam', 'di', 'atas', 'angin', 'unti', 'ludigdo', 'kuda', 'hitam']",<FreqDist with 12 samples and 12 outcomes>,"['utakatik', 'kans', 'rektor', 'ub', 'candraimam', 'angin', 'unti', 'ludigdo', 'kuda', 'hitam']","['utakatik', 'kans', 'rektor', 'ub', 'candraimam', 'angin', 'unti', 'ludigdo', 'kuda', 'hitam']","['utakatik', 'kans', 'rektor', 'ub', 'candraimam', 'angin', 'unti', 'ludigdo', 'kuda', 'hitam']"
